game,platform,release_date,metascore,userscore,developer,genre,num_critic_reviews,num_user_rating
World Tour Soccer,PSP,2005/03/14,70,6.5,SCEE,"Sports, Traditional, Team, Soccer, Sim, Sim",31,4
Gretzky NHL,PSP,2005/03/14,61,7.4,Page 44 Studios,"Sports, Traditional, Ice Hockey, Sim, Sim",23,10
Pokemon Dash,DS,2005/03/14,46,5.3,Ambrella,"Driving, Racing, Arcade, On-foot, Other, On-foot",28,54
Supremacy: Four Paths to Power,PC,2005/03/09,57,NA,Black Hammer Game,"Strategy, Turn-Based, Sci-Fi",11,NA
Brothers in Arms: Road to Hill 30,PC,2005/03/08,87,7.2,Gearbox Software,"Action, Shooter, Shooter, First-Person, Historic, Historic, Arcade",32,214
Freedom Force vs The 3rd Reich,PC,2005/03/08,86,7.6,Irrational Games,"Role-Playing, PC-style RPG, PC-style RPG, Western-Style",40,62
MLB 2006,PlayStation 2,2005/03/08,81,8.6,989 Sports,"Sports, Traditional, Baseball, Sim",32,22
Rugby 2005,Xbox,2005/03/08,75,7.7,HB Studios Multimedia,"Sports, Alternative, Rugby",20,11
Chaos League,PC,2005/03/08,72,NA,Cyanide,"Strategy, Real-Time, Fantasy, General",14,NA
Rugby 2005,PlayStation 2,2005/03/08,71,8.6,HB Studios Multimedia,"Sports, Alternative, Rugby",15,19
Rave Master,GameCube,2005/03/08,60,6.3,Konami,"Action, Fighting, 3D",15,4
Rave Master: Special Attack Force,Game Boy Advance,2005/03/08,56,NA,KCEJ,"Action, Fighting, 2D",9,NA
Domination (2005),PC,2005/03/03,69,5.1,Wargaming.net,"Strategy, Turn-Based, Sci-Fi, Sci-Fi, General",20,7
Judge Dredd: Dredd VS Death,PC,2005/03/03,55,7.1,Rebellion,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",12,49
Brothers in Arms: Road to Hill 30,Xbox,2005/03/01,88,7.9,Gearbox Software,"Action, Shooter, First-Person, Historic",64,73
Devil May Cry 3: Dante's Awakening,PlayStation 2,2005/03/01,84,9.1,Capcom,"Action Adventure, Fantasy",60,527
Star Wars: Republic Commando,PC,2005/03/01,78,8.6,LucasArts,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",34,426
Mortal Kombat: Deception,GameCube,2005/03/01,77,8.1,Midway,"Action, Fighting, 3D",14,27
The Moment of Silence,PC,2005/03/01,70,7.1,House of Tales,"Adventure, General, General, Point-and-Click",36,22
Worms 3D,Xbox,2005/03/01,69,8.3,NA,NA,NA,NA
Judge Dredd: Dredd VS Death,GameCube,2005/03/01,56,NA,Rebellion,"Action, Shooter, First-Person, Sci-Fi",11,NA
Fight Night Round 2,Xbox,2005/02/28,88,8.2,EA Sports,"Sports, Traditional, Boxing",48,31
Fight Night Round 2,PlayStation 2,2005/02/28,88,8.8,EA Sports,"Sports, Traditional, Boxing",37,42
Fight Night Round 2,GameCube,2005/02/28,87,7.4,EA Sports,"Sports, Traditional, Boxing",32,11
Major League Baseball 2K5,PlayStation 2,2005/02/28,82,7.4,Kush Games,"Sports, Traditional, Baseball, Sim",19,20
The Sims 2 University,PC,2005/02/28,81,7.8,Maxis,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",31,60
Star Wars Republic Commando,Xbox,2005/02/28,78,8.6,LucasArts,"Action, Shooter, First-Person, Sci-Fi",54,115
Scrapland,Xbox,2005/02/28,73,7,Mercury Steam,"Action Adventure, Sci-Fi",20,6
Judge Dredd: Dredd VS Death,Xbox,2005/02/27,57,7.1,Rebellion,"Action, Shooter, First-Person, Sci-Fi",17,8
Psychotoxic,PC,2005/02/25,40,4.2,NuClearVision,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",15,16
Tekken 5,PlayStation 2,2005/02/24,88,8.6,Namco,"Action, Fighting, 3D",62,436
Nexus: The Jupiter Incident,PC,2005/02/24,77,8.8,Mithis/HD Interactive,"Strategy, Real-Time, Sci-Fi, Sci-Fi, General",24,95
Heritage of Kings: The Settlers,PC,2005/02/24,58,6.2,Blue Byte,"Strategy, City Building, Management, Historic, Historic, Government",29,63
Judge Dredd: Dredd VS Death,PlayStation 2,2005/02/24,52,5.3,Rebellion,"Action, Shooter, First-Person, Sci-Fi",13,10
Major League Baseball 2K5,Xbox,2005/02/23,81,8.2,Kush Games,"Sports, Traditional, Baseball, Sim",25,17
Project: Snowblind,Xbox,2005/02/23,79,7,Crystal Dynamics,"Action, Shooter, First-Person, Sci-Fi",44,14
Klonoa 2: Dream Champ Tournament,Game Boy Advance,2005/02/23,78,8.6,Namco,"Action, General",20,17
Project: Snowblind,PlayStation 2,2005/02/23,78,8,Crystal Dynamics,"Action, Shooter, First-Person, Sci-Fi",54,27
Ace Combat Advance,Game Boy Advance,2005/02/23,56,7.5,Human Soft,"Simulation, Flight, Modern Jet",13,4
Chicago Enforcer,Xbox,2005/02/23,33,3.8,Touchdown Entertainment,"Action, Shooter, First-Person, Historic",9,6
Gran Turismo 4,PlayStation 2,2005/02/22,89,8.7,Polyphony Digital,"Driving, Racing, GT / Street",74,460
MVP Baseball 2005,GameCube,2005/02/22,88,7.7,EA Sports,"Sports, Traditional, Baseball, Sim",20,22
MVP Baseball 2005,PlayStation 2,2005/02/22,87,8.6,EA Sports,"Sports, Traditional, Baseball, Sim",25,52
MVP Baseball 2005,PC,2005/02/22,85,7.3,EA Sports,"Sports, Traditional, Team, Baseball, Sim, Sim",11,22
Dangerous Waters,PC,2005/02/22,82,8.5,Sonalysts,"Simulation, Submarine, Marine, Combat",24,31
Street Fighter Anniversary Collection,Xbox,2005/02/22,79,7,Capcom,"Miscellaneous, Compilation",33,11
Kessen III,PlayStation 2,2005/02/22,73,8.5,Koei,"Strategy, Real-Time, Historic",26,26
Ys: The Ark of Napishtim,PlayStation 2,2005/02/22,72,8.9,Falcom,"Role-Playing, Action RPG",35,34
FIFA Street,Xbox,2005/02/22,60,8,EA Canada,"Sports, Traditional, Soccer, Arcade",21,10
FIFA Street,PlayStation 2,2005/02/22,59,8,EA Canada,"Sports, Traditional, Soccer, Arcade",29,64
Super Army War,Game Boy Advance,2005/02/22,58,NA,Atlus Co.,"Action, Shooter, Scrolling",8,NA
Second Sight,PC,2005/02/18,73,7,Free Radical Design,"Action Adventure, Sci-Fi, Sci-Fi, General",19,42
World Soccer Winning Eleven 8 International,PC,2005/02/16,88,7.4,KCET,"Sports, Traditional, Team, Soccer, Sim, Sim",7,30
Dai Senryaku VII: Modern Military Tactics,Xbox,2005/02/16,74,7.9,NA,NA,NA,NA
Top Gear RPM Tuning,Xbox,2005/02/16,45,6.4,Babylon Software,"Driving, Racing, GT / Street",10,5
NASCAR SimRacing,PC,2005/02/15,85,4.9,EA Tiburon,"Driving, Racing, Simulation, Stock Car, Stock Car, Automobile",14,20
Xenosaga Episode II: Jenseits von Gut und Bose,PlayStation 2,2005/02/15,73,7.7,Monolith Soft,"Role-Playing, Console-style RPG",45,88
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,Game Boy Advance,2005/02/15,66,8.7,NA,NA,NA,NA
Tenchu: Fatal Shadows,PlayStation 2,2005/02/15,58,7.7,K2 LLC,"Action Adventure, Fantasy",33,40
NanoBreaker,PlayStation 2,2005/02/15,51,6.9,KCET,"Action Adventure, Sci-Fi",38,14
WarioWare: Touched!,DS,2005/02/14,81,8.2,Intelligent Systems,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Party / Minigame, General",54,98
Star Fox: Assault,GameCube,2005/02/14,67,8.2,Namco,"Action, Shooter, Third-Person, Sci-Fi",59,138
Constantine,Xbox,2005/02/14,60,7.3,Bits Studios,"Action Adventure, Sci-Fi",31,19
Constantine,PlayStation 2,2005/02/14,58,7.6,Bits Studios,"Action Adventure, Sci-Fi",29,31
NBA Street V3,PlayStation 2,2005/02/08,89,8.5,EA Canada,"Sports, Traditional, Basketball, Arcade",36,52
NBA Street V3,Xbox,2005/02/08,89,7.9,EA Canada,"Sports, Traditional, Basketball, Arcade",41,14
NBA Street V3,GameCube,2005/02/08,88,8,EA Canada,"Sports, Traditional, Basketball, Arcade",36,18
Star Wars: Knights of the Old Republic II - The Sith Lords,PC,2005/02/08,85,8.5,Obsidian Entertainment,"Role-Playing, Third-Person, Third-Person, General, Western-Style",31,931
Racing Gears Advance,Game Boy Advance,2005/02/08,83,8.2,"Orbital Media, Inc.","Driving, Racing, Arcade",17,12
Shadow of Rome,PlayStation 2,2005/02/08,75,8.5,Capcom,"Action Adventure, Historic",52,97
The King of Fighters 02/03,PlayStation 2,2005/02/08,73,8.6,SNK Playmore,"Miscellaneous, Compilation",28,18
"Shaman King: Legacy of the Spirits, Sprinting Wolf",Game Boy Advance,2005/02/08,60,8.2,KCEJ,"Action Adventure, Fantasy",11,6
"Shaman King: Legacy of the Spirits, Soaring Hawk",Game Boy Advance,2005/02/08,59,6.5,KCEJ,"Action Adventure, Fantasy",13,4
Winnie the Pooh's Rumbly Tumbly Adventure,GameCube,2005/02/08,59,NA,Phoenix Games Studio,"Action, Platformer, 3D",7,NA
Death by Degrees,PlayStation 2,2005/02/08,51,6.5,Namco,"Action Adventure, Modern",45,32
Champions: Return to Arms,PlayStation 2,2005/02/07,77,8.2,Snowblind Studios,"Role-Playing, Action RPG",48,55
Aerial Strike: The Yager Missions,PC,2005/02/04,62,NA,Yager,"Action, Shooter, Shooter, Third-Person, Sci-Fi, Sci-Fi",11,NA
Will of Steel,PC,2005/02/04,43,6.3,Gameyus Interactive,"Strategy, Real-Time, Military, General, Military",11,7
World Soccer Winning Eleven 8 International,Xbox,2005/02/02,90,7.7,KCET,"Sports, Traditional, Soccer, Sim",25,13
World Soccer Winning Eleven 8 International,PlayStation 2,2005/02/01,91,8.3,KCET,"Sports, Traditional, Soccer, Sim",26,51
Cops 2170: The Power of Law,PC,2005/01/27,44,8.1,GFI,"Strategy, Turn-Based, General",0,NA
Oddworld: Stranger's Wrath,Xbox,2005/01/25,88,8.9,Oddworld Inhabitants,"Action Adventure, Sci-Fi",65,76
Playboy: The Mansion,Xbox,2005/01/25,61,4.8,Cyberlore Studios,"Strategy, Tycoon",43,11
Playboy: The Mansion,PC,2005/01/25,59,5.4,Cyberlore Studios,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",33,24
Playboy: The Mansion,PlayStation 2,2005/01/25,59,7.7,Cyberlore Studios,"Strategy, Tycoon",33,23
Virtua Quest,GameCube,2005/01/19,55,5.2,Artificial Mind and Movement,"Role-Playing, Action RPG",19,13
Zoo Keeper,DS,2005/01/18,74,7.5,"Buddiez, Inc.","Miscellaneous, Puzzle, Puzzle, General, Puzzle, Matching, General",40,13
The Punisher,PC,2005/01/18,67,8.4,Volition Inc.,"Action, Shooter, Shooter, Third-Person, Modern, Modern, Arcade",19,158
Fullmetal Alchemist and the Broken Angel,PlayStation 2,2005/01/18,56,7.5,Racjin,"Role-Playing, Action RPG",35,48
Virtua Quest,PlayStation 2,2005/01/18,53,7.6,Artificial Mind and Movement,"Role-Playing, Action RPG",17,5
The Punisher (2005),Xbox,2005/01/17,69,8.4,Volition Inc.,"Action, Shooter, Third-Person, Modern",47,29
The Punisher,PlayStation 2,2005/01/17,68,8.3,Volition Inc.,"Action, Shooter, Third-Person, Modern",44,88
Banjo-Pilot,Game Boy Advance,2005/01/12,68,6.1,Rare Ltd.,"Driving, Racing, Kart",22,14
Tork: Prehistoric Punk,Xbox,2005/01/12,62,6.2,Tiwak,"Action, Platformer, 3D",21,6
Resident Evil 4,GameCube,2005/01/11,96,9.2,Capcom,"Action Adventure, Horror",82,1868
Suikoden IV,PlayStation 2,2005/01/11,63,7.4,KCET,"Role-Playing, Console-style RPG",44,79
The Getaway: Black Monday,PlayStation 2,2005/01/11,57,7.8,SCEE London Studio,"Action Adventure, Modern",53,65
The Legend of Zelda: The Minish Cap,Game Boy Advance,2005/01/10,89,8.9,Flagship,"Action Adventure, Fantasy",56,428
Mercenaries,Xbox,2005/01/10,86,8.7,Pandemic Studios,"Action Adventure, Modern",65,60
Mercenaries,PlayStation 2,2005/01/10,84,8.7,Pandemic Studios,"Action Adventure, Modern",44,107
Hearts of Iron II,PC,2005/01/04,83,8.3,Paradox Development Studio,"Strategy, Real-Time, Military, General, Military",27,107
MechAssault 2: Lone Wolf,Xbox,2004/12/28,81,7.7,Day 1 Studios,"Simulation, Sci-Fi, Mech",66,27
NFL Street 2,Xbox,2004/12/22,78,6.6,EA Tiburon,"Sports, Traditional, Football, Arcade",44,12
NFL Street 2,GameCube,2004/12/22,77,7.6,EA Tiburon,"Sports, Traditional, Football, Arcade",24,5
NFL Street 2,PlayStation 2,2004/12/22,77,8.8,EA Tiburon,"Sports, Traditional, Football, Arcade",33,25
Dragon Ball Z: Budokai 2,GameCube,2004/12/15,66,6.5,Pyramid,"Action, Fighting, 3D",9,19
Sentinel: Descendants in Time,PC,2004/12/14,71,6.7,Detalion,"Adventure, General, General, 3D, First-Person",16,6
Tiger Woods PGA Tour,DS,2004/12/14,64,7.6,Sensory Sweep,"Sports, Traditional, Individual, Golf, Sim, Sim",21,8
GunGriffon: Allied Strike,Xbox,2004/12/14,55,NA,Game Arts,"Simulation, Sci-Fi, Mech",21,NA
CSI: Crime Scene Investigation,Xbox,2004/12/14,45,7.3,369 Interactive,"Adventure, First-Person, Modern",14,4
Bad Mojo: Redux,PC,2004/12/10,74,7,NA,NA,NA,NA
Forgotten Realms: Demon Stone,PC,2004/12/09,69,6,Stormfront Studios,"Action, Beat-'Em-Up, Beat-'Em-Up, 2D, 3D",11,24
The Chronicles of Riddick: Escape From Butcher Bay - Developer's Cut,PC,2004/12/08,90,8.6,Starbreeze,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",38,377
Sprung,DS,2004/12/08,48,5.8,Ubisoft,"Simulation, Adventure, First-Person, Virtual, Modern, Modern, Virtual Life",30,10
Ping Pals,DS,2004/12/08,28,3.9,WayForward,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",17,27
Worldwide Soccer Manager 2005,PC,2004/12/07,89,8.3,Sports Interactive,"Sports, Traditional, Team, Soccer, Management, Management",18,59
Viewtiful Joe 2,PlayStation 2,2004/12/07,85,7.7,Clover Studio,"Action, Beat-'Em-Up",29,27
Dark Age of Camelot: Catacombs,PC,2004/12/07,83,7,Mythic Entertainment,"Role-Playing, Massively Multiplayer Online, Massively Multiplayer, Fantasy, Fantasy",9,13
Growlanser Generations,PlayStation 2,2004/12/07,81,8.8,Career Soft,"Role-Playing, General",19,44
Kingdom Hearts: Chain of Memories,Game Boy Advance,2004/12/07,76,8.6,Jupiter Corporation,"Role-Playing, Action RPG",37,278
Mega Man X8,PlayStation 2,2004/12/07,68,8.7,"Valuewave Co.,Ltd.","Action, Platformer, 2D",23,152
Ridge Racer DS,DS,2004/12/07,63,6.7,"Namco, Nintendo Software Technology","Driving, Racing, Arcade, Arcade, Automobile",35,7
Kuon,PlayStation 2,2004/12/07,57,8.1,From Software,"Action Adventure, Horror",20,21
D-Day,PC,2004/12/07,56,6.9,Digital Reality,"Strategy, Real-Time, Historic, General, Historic",19,8
Battle Assault 3 featuring Gundam Seed,PlayStation 2,2004/12/07,48,7.9,Natsume,"Action, Beat-'Em-Up",9,9
Star Wars: Knights of the Old Republic II: The Sith Lords,Xbox,2004/12/06,86,8.7,Obsidian Entertainment,"Role-Playing, Third-Person",67,202
The Lord of the Rings: The Battle for Middle-Earth,PC,2004/12/06,82,8.6,EA LA,"Strategy, Real-Time, Fantasy, General, Fantasy",42,318
Mario Party 6,GameCube,2004/12/06,71,8,Hudson Soft,"Miscellaneous, Party",33,85
Torrente,PC,2004/12/06,36,7.9,Cinemaware,"Action, Shooter, Shooter, First-Person, Modern, Modern, Arcade",14,76
Metal Slug Advance,Game Boy Advance,2004/12/02,79,8.5,Noise Factory,"Action, Shooter, Scrolling",32,21
Fritz 8 Deluxe,PC,2004/12/01,80,6.7,ChessBase,"Miscellaneous, Board Games, Board Games, Board / Card Game",11,7
Painkiller: Battle out of Hell,PC,2004/12/01,75,7.6,People Can Fly,"Action, Shooter, Shooter, First-Person, Fantasy, Fantasy, Arcade",36,101
Prince of Persia: Warrior Within,PlayStation 2,2004/11/30,83,8.7,Ubisoft Montreal,"Action Adventure, Fantasy",51,212
Prince of Persia: Warrior Within,Xbox,2004/11/30,83,7.8,Ubisoft Montreal,"Action Adventure, Fantasy",55,42
Prince of Persia: Warrior Within,GameCube,2004/11/30,83,8.1,Ubisoft,"Action Adventure, Fantasy",31,32
Prince of Persia: Warrior Within,PC,2004/11/30,83,8.6,Ubisoft Montreal,"Action Adventure, Fantasy, Fantasy, Linear",29,559
Blitzkrieg: Rolling Thunder,PC,2004/11/30,73,6.4,NA,NA,NA,NA
Mr. Driller: Drill Spirits,DS,2004/11/30,70,7.3,NA,NA,NA,NA
Armies of Exigo,PC,2004/11/30,69,7.8,Black Hole Games,"Strategy, Real-Time, Fantasy, General, Fantasy",31,57
World Championship Poker,Xbox,2004/11/30,66,NA,Coresoft,"Miscellaneous, Parlor, Gambling",7,NA
Tom Clancy's Ghost Recon 2,PlayStation 2,2004/11/30,58,5.4,Ubisoft Shanghai/Paris,"Action, Shooter, First-Person, Tactical, Modern",21,24
Final Fantasy I & II: Dawn of Souls,Game Boy Advance,2004/11/29,79,7.9,Tose Software,"Role-Playing, Console-style RPG",40,74
Outlaw Golf 2,PlayStation 2,2004/11/25,63,NA,Hypnotix,"Sports, Traditional, Golf, Arcade",20,NA
Worms Forts: Under Siege,PC,2004/11/24,60,7.4,Team17,"Strategy, Turn-Based, Fantasy, Fantasy, Artillery",10,31
World of Warcraft,PC,2004/11/23,93,7.4,Blizzard Entertainment,"Role-Playing, Miscellaneous, Massively Multiplayer Online, Massively Multiplayer, Board / Card Game, Fantasy, Fantasy",57,3384
Alien Hominid,GameCube,2004/11/23,78,8.3,The Behemoth,"Action, Shooter, Scrolling",28,19
Alexander,PC,2004/11/23,56,8.2,GSC Game World,"Strategy, Real-Time, Historic, General, Historic",16,49
Sid Meier's Pirates!,PC,2004/11/22,88,8.3,Firaxis Games,"Strategy, General, General",50,261
Atari Anthology,PlayStation 2,2004/11/22,66,6.6,Digital Eclipse,"Miscellaneous, Compilation",12,10
GoldenEye: Rogue Agent,Xbox,2004/11/22,61,6.9,EA LA,"Action, Shooter, First-Person, Modern",55,23
GoldenEye: Rogue Agent,PlayStation 2,2004/11/22,60,6.8,EA LA,"Action, Shooter, First-Person, Modern",38,41
GoldenEye: Rogue Agent,GameCube,2004/11/22,60,6.6,NA,NA,NA,NA
MC Groovz Dance Craze,GameCube,2004/11/22,42,6.8,Mad Catz,"Miscellaneous, Rhythm, Dancing",8,9
Alien Hominid,PlayStation 2,2004/11/21,78,8.4,The Behemoth,"Action, Shooter, Scrolling",47,20
Super Mario 64 DS,DS,2004/11/20,85,8.3,Nintendo,"Action, Platformer, Platformer, 3D, 3D",54,429
Joint Operations: Escalation,PC,2004/11/19,78,7.5,NovaLogic,"Action, Shooter, Shooter, First-Person, Modern, Tactical, Modern",11,17
Legacy: Dark Shadows,PC,2004/11/19,41,3.6,Razbor Studios,"Adventure, 3D, First-Person, Fantasy, Third-Person, Fantasy",16,8
Viewtiful Joe 2,GameCube,2004/11/18,86,8,Clover Studio,"Action, Beat-'Em-Up",39,28
Dance Dance Revolution Ultramix 2,Xbox,2004/11/18,78,7.1,Konami Computer Entertainment Hawaii,"Miscellaneous, Rhythm, Dancing",16,7
Pinball Hall of Fame - The Gottlieb Collection,Xbox,2004/11/18,70,NA,Farsight Studios,"Miscellaneous, Parlor, Pinball",12,NA
Blinx 2: Masters of Time & Space,Xbox,2004/11/18,68,8.6,Artoon,"Action, Platformer, 3D",53,29
World Championship Poker,PlayStation 2,2004/11/18,60,7.9,Coresoft,"Miscellaneous, Parlor, Gambling",8,12
King Arthur,GameCube,2004/11/18,60,NA,Krome Studios,"Action Adventure, Fantasy",14,NA
Metal Gear Solid 3: Snake Eater,PlayStation 2,2004/11/17,91,8,KCEJ,"Action Adventure, Modern",68,2016
ESPN College Hoops 2K5,Xbox,2004/11/17,86,7.8,Visual Concepts,"Sports, Traditional, Basketball, Sim",18,12
ESPN College Hoops 2K5,PlayStation 2,2004/11/17,86,8.1,Visual Concepts,"Sports, Traditional, Basketball, Sim",14,10
NCAA March Madness 2005,Xbox,2004/11/17,80,6.7,EA Canada,"Sports, Traditional, Basketball, Sim",18,6
NCAA March Madness 2005,PlayStation 2,2004/11/17,78,8.3,EA Canada,"Sports, Traditional, Basketball, Sim",19,13
Forgotten Realms: Demon Stone,Xbox,2004/11/17,72,6.1,Stormfront Studios,"Action, Beat-'Em-Up",17,8
Scaler,GameCube,2004/11/17,69,7.4,Artificial Mind and Movement,"Action, Platformer, 3D",11,10
Madden NFL 2005,DS,2004/11/17,68,7.7,Exient Entertainment,"Sports, Traditional, Team, Football, Sim, Sim",25,7
The Urbz: Sims in the City,DS,2004/11/17,67,8,Griptonite Games,"Simulation, Miscellaneous, Virtual Life, Virtual, Virtual Life",27,27
Sonic Heroes,PC,2004/11/17,66,7.4,Sonic Team,"Action, Platformer, Platformer, 3D, 3D",7,106
Asphalt: Urban GT,DS,2004/11/17,60,7.5,Gameloft,"Driving, Racing, Arcade, Arcade, Automobile",38,23
King Arthur,PlayStation 2,2004/11/17,59,8.3,Krome Studios,"Action Adventure, Fantasy",22,13
ChoroQ,PlayStation 2,2004/11/17,48,8.1,Barnhouse Effect,"Driving, Racing, Other",18,7
Fear Factor: Unleashed,Game Boy Advance,2004/11/17,30,4,DC Studios,"Action Adventure, Modern",15,5
Half-Life 2,PC,2004/11/16,96,9.2,Valve Software,"Action, Shooter, Shooter, First-Person, Sci-Fi, Sci-Fi, Arcade",81,12355
Tom Clancy's Ghost Recon 2,Xbox,2004/11/16,80,8.6,Red Storm Entertainment,"Action, Shooter, First-Person, Tactical, Modern",53,62
Baten Kaitos: Eternal Wings and the Lost Ocean,GameCube,2004/11/16,80,8.3,Monolith Soft,"Role-Playing, Console-style RPG",48,90
Vampire: The Masquerade - Bloodlines,PC,2004/11/16,80,8.9,Troika Games,"Role-Playing, First-Person, Western-Style",61,1013
Dragon Ball Z: Budokai 3,PlayStation 2,2004/11/16,77,8.8,Dimps Corporation,"Action, Fighting, 3D",32,230
Call of Duty: Finest Hour,PlayStation 2,2004/11/16,76,7.3,Spark Unlimited,"Action, Shooter, First-Person, Historic",49,112
Feel the Magic: XY/XX,DS,2004/11/16,75,7.5,Sonic Team,"Miscellaneous, Puzzle, Puzzle, General, Puzzle, Party / Minigame, General",55,20
Greg Hastings' Tournament Paintball,Xbox,2004/11/16,74,8.3,WXP,"Sports, Alternative, Other",11,48
Call of Duty: Finest Hour,GameCube,2004/11/16,74,7.2,Exakt,"Action, Shooter, First-Person, Historic",31,22
Call of Duty: Finest Hour,Xbox,2004/11/16,73,7.5,Spark Unlimited,"Action, Shooter, First-Person, Historic",55,32
Atari Anthology,Xbox,2004/11/16,68,NA,NA,NA,NA,NA
Duel Masters: Kaijudo Showdown,Game Boy Advance,2004/11/16,66,NA,Mistic Software,"Miscellaneous, Board Games",10,NA
Crash 'N' Burn,Xbox,2004/11/16,65,6.4,Climax Group,"Driving, Racing, Arcade",25,7
Godzilla: Save the Earth,Xbox,2004/11/16,63,8.3,"Pipeworks Software, Inc.","Action, Fighting, 3D",22,7
Pinball Hall of Fame: The Gottlieb Collection,PlayStation 2,2004/11/16,63,6.7,NA,NA,NA,NA
King Arthur,Xbox,2004/11/16,61,NA,NA,NA,NA,NA
Spider-Man 2,DS,2004/11/16,61,5.1,Vicarious Visions,"Action, Action Adventure, Sci-Fi, Sci-Fi, General, Platformer, 2D",46,7
Capcom Fighting Evolution,PlayStation 2,2004/11/16,57,5,Capcom,"Action, Fighting, 2D",33,7
CSI: Miami,PC,2004/11/16,54,6.7,369 Interactive,"Adventure, 3D, First-Person, Modern, Modern",17,25
Backyard Wrestling 2: There Goes the Neighborhood,PlayStation 2,2004/11/16,46,5.1,Paradox Development,"Action, Fighting, Wrestling",23,11
Backyard Wrestling 2: There Goes the Neighborhood,Xbox,2004/11/16,43,NA,Paradox Development,"Action, Fighting, Wrestling",17,NA
Fight Club,Xbox,2004/11/16,37,4.9,Genuine Games,"Action, Fighting, 3D",29,13
Fight Club,PlayStation 2,2004/11/16,36,4.3,Genuine Games,"Action, Fighting, 3D",28,26
Metroid Prime 2: Echoes,GameCube,2004/11/15,92,8.8,Retro Studios,"Action, Shooter, First-Person, Sci-Fi",60,446
Need for Speed Underground 2,PlayStation 2,2004/11/15,82,8.6,EA Canada,"Driving, Racing, GT / Street",39,224
Donkey Kong Country 2,Game Boy Advance,2004/11/15,80,8.6,Rare Ltd.,"Action, Platformer, 2D",22,64
Need for Speed Underground 2,Xbox,2004/11/15,77,8.6,EA Canada,"Driving, Racing, GT / Street",35,41
MTX Mototrax,PC,2004/11/15,75,7.3,Aspyr,"Driving, Racing, Arcade, Motorcycle, Other, Motocross, Motocross",7,19
Need for Speed Underground 2,Game Boy Advance,2004/11/15,72,7.8,Pocketeers,"Driving, Racing, GT / Street",8,18
Crash 'N' Burn,PlayStation 2,2004/11/15,63,8.4,Climax Group,"Driving, Racing, Arcade",17,9
Galactic Civilizations: Altarian Prophecy,PC,2004/11/12,77,6.9,Stardock,"Strategy, Turn-Based, Real-Time, Sci-Fi, 4X",11,8
Zoo Tycoon 2,PC,2004/11/11,72,7.9,Blue Fang Games,"Strategy, Tycoon, Management, Tycoon, Business / Tycoon",34,70
Karaoke Revolution,Xbox,2004/11/10,80,6.8,Secret Level,"Miscellaneous, Rhythm, Music",13,5
Lemony Snicket's A Series of Unfortunate Events,Game Boy Advance,2004/11/10,72,8,Griptonite Games,"Action, Platformer, 2D",8,4
Lemony Snicket's A Series of Unfortunate Events,Xbox,2004/11/10,70,7.2,Activision,"Action, Platformer, 3D",17,5
Lemony Snicket's A Series of Unfortunate Events,PC,2004/11/10,64,6.2,Activision,"Action, Action Adventure, Platformer, General, Platformer, 3D, 3D",14,16
Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,2004/11/10,63,6.1,Adrenium,"Action, Platformer, 3D",25,14
Hot Wheels Stunt Track Challenge,Xbox,2004/11/10,63,6.8,NA,NA,NA,NA
Hot Wheels Stunt Track Challenge,PlayStation 2,2004/11/10,62,7.8,Climax Group,"Driving, Racing, Futuristic",8,16
Halo 2,Xbox,2004/11/09,95,8.7,Bungie Software,"Action, Shooter, First-Person, Sci-Fi",91,2300
Jak 3,PlayStation 2,2004/11/09,84,8.8,Naughty Dog,"Action, Platformer, 3D",55,410
Karaoke Revolution Volume 3,PlayStation 2,2004/11/09,82,7.8,Harmonix Music Systems,"Miscellaneous, Rhythm, Music",25,10
Need for Speed: Underground 2,PC,2004/11/09,82,8.6,EA Canada,"Driving, Racing, Simulation, GT / Street, GT / Street, Automobile",31,854
The Urbz: Sims in the City,GameCube,2004/11/09,73,8.4,Maxis,"Miscellaneous, Virtual Life",19,16
Samurai Warriors: Xtreme Legends,PlayStation 2,2004/11/09,72,8.7,Omega Force,"Action, Beat-'Em-Up",17,15
Space Interceptor: Project Freedom,PC,2004/11/09,71,5.7,City Interactive,"Simulation, Sci-Fi, Space, Large Spaceship, Large Spaceship, Combat, Civilian",12,7
EyeToy: AntiGrav,PlayStation 2,2004/11/09,71,7.4,Harmonix Music Systems,"Sports, Alternative, Other",38,7
The Urbz: Sims in the City,PlayStation 2,2004/11/09,70,8.2,Maxis,"Miscellaneous, Virtual Life",25,29
The Urbz: Sims in the City,Xbox,2004/11/09,70,7,Maxis,"Miscellaneous, Virtual Life",28,12
